period,day_ahead_demand_forecast_MW,total_demand_MW,net_demand_MW,Total interchange
2023-04-15 13:00:00+00:00,20646.0,20293.0,16947.0,-2824.0
2023-04-15 14:00:00+00:00,21163.0,20862.0,17866.0,-2527.0
2023-04-15 15:00:00+00:00,20846.0,21293.0,19506.0,-1038.0
2023-04-15 16:00:00+00:00,19700.0,21056.0,20783.0,864.0
2023-04-15 17:00:00+00:00,17803.0,20215.0,20179.0,1665.0
2023-04-15 18:00:00+00:00,16077.0,18915.0,19165.0,1943.0
2023-04-15 19:00:00+00:00,14800.0,17711.0,18384.0,2371.0
2023-04-15 20:00:00+00:00,14056.0,16614.0,17473.0,2320.0
2023-04-15 21:00:00+00:00,13969.0,15867.0,17496.0,2369.0
2023-04-15 22:00:00+00:00,14396.0,15853.0,17496.0,2508.0
2023-04-15 23:00:00+00:00,15484.0,15723.0,18155.0,2597.0
2023-04-16 00:00:00+00:00,17221.0,16168.0,19194.0,2177.0
2023-04-16 01:00:00+00:00,19764.0,17501.0,20511.0,1483.0
2023-04-16 02:00:00+00:00,22220.0,19598.0,20564.0,-224.0
2023-04-16 03:00:00+00:00,23840.0,21814.0,21229.0,-1223.0
2023-04-16 04:00:00+00:00,24466.0,23648.0,21355.0,-1561.0
2023-04-16 05:00:00+00:00,24114.0,24210.0,20711.0,-2004.0
2023-04-16 06:00:00+00:00,23031.0,23874.0,19222.0,-2695.0
2023-04-16 07:00:00+00:00,21944.0,23043.0,17974.0,-2853.0
2023-04-16 08:00:00+00:00,20686.0,21984.0,17614.0,-2195.0
2023-04-16 09:00:00+00:00,19933.0,21065.0,16556.0,-2697.0
2023-04-16 10:00:00+00:00,19379.0,20359.0,15971.0,-2653.0
2023-04-16 11:00:00+00:00,19100.0,19749.0,16028.0,-2260.0
2023-04-16 12:00:00+00:00,19064.0,19412.0,16459.0,-1662.0
2023-04-16 13:00:00+00:00,19348.0,19341.0,16742.0,-1584.0
2023-04-16 14:00:00+00:00,19693.0,19603.0,17064.0,-1660.0
2023-04-16 15:00:00+00:00,19223.0,19978.0,18997.0,-37.0
2023-04-16 16:00:00+00:00,18083.0,19645.0,20937.0,1917.0
2023-04-16 17:00:00+00:00,16414.0,19334.0,20441.0,2286.0
2023-04-16 18:00:00+00:00,14770.0,18386.0,20704.0,3176.0
2023-04-16 19:00:00+00:00,13466.0,17705.0,20485.0,3664.0
2023-04-16 20:00:00+00:00,12831.0,16995.0,20111.0,3958.0
2023-04-16 21:00:00+00:00,12695.0,16463.0,19581.0,3393.0
2023-04-16 22:00:00+00:00,13183.0,16462.0,19158.0,2733.0
2023-04-16 23:00:00+00:00,14338.0,16786.0,18534.0,2453.0
2023-04-17 00:00:00+00:00,16236.0,16656.0,19925.0,2591.0
2023-04-17 01:00:00+00:00,18927.0,17751.0,21683.0,2593.0
2023-04-17 02:00:00+00:00,21647.0,19733.0,20889.0,-85.0
2023-04-17 03:00:00+00:00,23555.0,21978.0,22091.0,-872.0
2023-04-17 04:00:00+00:00,24137.0,23990.0,21729.0,-1870.0
2023-04-17 05:00:00+00:00,23670.0,24574.0,20884.0,-1999.0
2023-04-17 06:00:00+00:00,22404.0,24010.0,19027.0,-2888.0
2023-04-17 07:00:00+00:00,21096.0,22813.0,17562.0,-2981.0
2023-04-17 08:00:00+00:00,21028.0,21506.0,17489.0,-2499.0
2023-04-17 09:00:00+00:00,20327.0,20912.0,17314.0,-2272.0
2023-04-17 10:00:00+00:00,19895.0,20532.0,16877.0,-2310.0
2023-04-17 11:00:00+00:00,19777.0,20127.0,17415.0,-1546.0
2023-04-17 12:00:00+00:00,20137.0,19917.0,17952.0,-1072.0
2023-04-17 13:00:00+00:00,21324.0,20073.0,19284.0,-1056.0
2023-04-17 14:00:00+00:00,22944.0,21296.0,21857.0,-403.0
2023-04-17 15:00:00+00:00,23516.0,23124.0,23947.0,397.0
2023-04-17 16:00:00+00:00,22802.0,23984.0,25769.0,1723.0
2023-04-17 17:00:00+00:00,21597.0,24121.0,26070.0,1741.0
2023-04-17 18:00:00+00:00,20210.0,24335.0,26082.0,2333.0
2023-04-17 19:00:00+00:00,18917.0,23716.0,25934.0,2477.0
2023-04-17 20:00:00+00:00,18151.0,23346.0,25937.0,2791.0
2023-04-17 21:00:00+00:00,17889.0,23038.0,26009.0,3396.0
2023-04-17 22:00:00+00:00,18004.0,22502.0,25411.0,4100.0
2023-04-17 23:00:00+00:00,18787.0,21266.0,25129.0,4231.0
2023-04-18 00:00:00+00:00,20076.0,20902.0,25381.0,4426.0
2023-04-18 01:00:00+00:00,21862.0,20956.0,25236.0,3315.0
2023-04-18 02:00:00+00:00,23758.0,22124.0,25602.0,2384.0
2023-04-18 03:00:00+00:00,25487.0,23982.0,26914.0,1943.0
2023-04-18 04:00:00+00:00,26039.0,25858.0,26614.0,1275.0
2023-04-18 05:00:00+00:00,25317.0,26224.0,24325.0,-449.0
2023-04-18 06:00:00+00:00,23879.0,25534.0,21764.0,-1527.0
2023-04-18 07:00:00+00:00,22368.0,24070.0,19972.0,-2036.0
2023-04-18 08:00:00+00:00,21759.0,22784.0,18221.0,-3288.0
2023-04-18 09:00:00+00:00,20972.0,22344.0,18235.0,-3067.0
2023-04-18 10:00:00+00:00,20484.0,22085.0,17812.0,-3113.0
2023-04-18 11:00:00+00:00,20342.0,21753.0,18113.0,-2115.0
2023-04-18 12:00:00+00:00,20764.0,20988.0,17964.0,-2246.0
2023-04-18 13:00:00+00:00,22026.0,21004.0,18450.0,-2641.0
2023-04-18 14:00:00+00:00,23762.0,21846.0,20618.0,-2493.0
2023-04-18 15:00:00+00:00,24298.0,23590.0,22924.0,-1443.0
2023-04-18 16:00:00+00:00,23424.0,24446.0,24290.0,9.0
2023-04-18 17:00:00+00:00,21838.0,23934.0,25017.0,1773.0
2023-04-18 18:00:00+00:00,19832.0,22962.0,24004.0,2430.0
2023-04-18 19:00:00+00:00,18380.0,21599.0,23252.0,2536.0
2023-04-18 20:00:00+00:00,17328.0,20764.0,22546.0,2596.0
2023-04-18 21:00:00+00:00,16989.0,20217.0,22874.0,2523.0
2023-04-18 22:00:00+00:00,17144.0,20551.0,23253.0,3218.0
2023-04-18 23:00:00+00:00,17868.0,20119.0,22399.0,3235.0
2023-04-19 00:00:00+00:00,19278.0,19318.0,22812.0,2839.0
2023-04-19 01:00:00+00:00,21456.0,20102.0,23371.0,1735.0
2023-04-19 02:00:00+00:00,23774.0,21855.0,23110.0,-29.0
2023-04-19 03:00:00+00:00,25612.0,23640.0,24402.0,-512.0
2023-04-19 04:00:00+00:00,26262.0,25490.0,25042.0,-402.0
2023-04-19 05:00:00+00:00,25607.0,26067.0,23963.0,-817.0
2023-04-19 06:00:00+00:00,24184.0,25455.0,21637.0,-1847.0
2023-04-19 07:00:00+00:00,22767.0,24152.0,19806.0,-2309.0
2023-04-19 08:00:00+00:00,21979.0,22846.0,19166.0,-2204.0
2023-04-19 09:00:00+00:00,21281.0,22061.0,18385.0,-2538.0
2023-04-19 10:00:00+00:00,20799.0,21656.0,17980.0,-2516.0
2023-04-19 11:00:00+00:00,20656.0,21339.0,17756.0,-2348.0
2023-04-19 12:00:00+00:00,21099.0,21056.0,17904.0,-2243.0
2023-04-19 13:00:00+00:00,22274.0,21153.0,19368.0,-2421.0
2023-04-19 14:00:00+00:00,23936.0,22497.0,20719.0,-2872.0
2023-04-19 15:00:00+00:00,24406.0,24206.0,22479.0,-2035.0
2023-04-19 16:00:00+00:00,23085.0,24691.0,24128.0,277.0
2023-04-19 17:00:00+00:00,21168.0,23719.0,21667.0,-529.0
2023-04-19 18:00:00+00:00,19284.0,22299.0,19934.0,-331.0
2023-04-19 19:00:00+00:00,17744.0,20630.0,19098.0,231.0
2023-04-19 20:00:00+00:00,16825.0,19337.0,18480.0,483.0
2023-04-19 21:00:00+00:00,16649.0,18584.0,18390.0,590.0
2023-04-19 22:00:00+00:00,16840.0,18398.0,18404.0,277.0
2023-04-19 23:00:00+00:00,17722.0,18700.0,18485.0,739.0
2023-04-20 00:00:00+00:00,19194.0,18395.0,19793.0,896.0
2023-04-20 01:00:00+00:00,21354.0,19557.0,21947.0,1083.0
2023-04-20 02:00:00+00:00,23823.0,21377.0,21421.0,-1037.0
2023-04-20 03:00:00+00:00,25532.0,23222.0,22568.0,-1534.0
2023-04-20 04:00:00+00:00,26145.0,25165.0,22818.0,-1891.0
2023-04-20 05:00:00+00:00,25599.0,25793.0,21959.0,-2486.0
2023-04-20 06:00:00+00:00,24234.0,25279.0,20096.0,-3006.0
2023-04-20 07:00:00+00:00,22869.0,23942.0,18513.0,-3013.0
2023-04-20 08:00:00+00:00,22178.0,22455.0,17944.0,-2780.0
2023-04-20 09:00:00+00:00,21486.0,21676.0,17471.0,-2935.0
2023-04-20 10:00:00+00:00,21049.0,21355.0,17448.0,-2933.0
2023-04-20 11:00:00+00:00,20829.0,21271.0,17676.0,-2533.0
2023-04-20 12:00:00+00:00,21167.0,21113.0,18215.0,-2032.0
2023-04-20 13:00:00+00:00,22481.0,21206.0,19530.0,-2154.0
2023-04-20 14:00:00+00:00,24073.0,22498.0,20780.0,-2545.0
2023-04-20 15:00:00+00:00,24252.0,24154.0,22862.0,-1361.0
2023-04-20 16:00:00+00:00,22892.0,24564.0,24249.0,726.0
2023-04-20 17:00:00+00:00,20932.0,23561.0,23690.0,1673.0
2023-04-20 18:00:00+00:00,19200.0,22052.0,22452.0,1901.0
2023-04-20 19:00:00+00:00,17820.0,20770.0,21926.0,2151.0
2023-04-20 20:00:00+00:00,17281.0,20036.0,21564.0,2210.0
2023-04-20 21:00:00+00:00,17098.0,19614.0,21661.0,2263.0
2023-04-20 22:00:00+00:00,17484.0,19665.0,22129.0,2260.0
2023-04-20 23:00:00+00:00,18358.0,19888.0,22180.0,1843.0
2023-04-21 00:00:00+00:00,20112.0,20270.0,23754.0,2265.0
2023-04-21 01:00:00+00:00,22069.0,21358.0,24456.0,1910.0
2023-04-21 02:00:00+00:00,24145.0,22702.0,24302.0,777.0
2023-04-21 03:00:00+00:00,25852.0,24134.0,25169.0,221.0
2023-04-21 04:00:00+00:00,26375.0,25828.0,24935.0,-277.0
2023-04-21 05:00:00+00:00,25620.0,26174.0,24165.0,-498.0
2023-04-21 06:00:00+00:00,24205.0,25515.0,21670.0,-1600.0
2023-04-21 07:00:00+00:00,22821.0,24144.0,19836.0,-2043.0
2023-04-21 08:00:00+00:00,21444.0,22729.0,18750.0,-2110.0
2023-04-21 09:00:00+00:00,20760.0,21774.0,17631.0,-2493.0
2023-04-21 10:00:00+00:00,20273.0,21051.0,17145.0,-2553.0
2023-04-21 11:00:00+00:00,20116.0,20611.0,16939.0,-2513.0
2023-04-21 12:00:00+00:00,20442.0,20401.0,17443.0,-2282.0
2023-04-21 13:00:00+00:00,21559.0,20713.0,18736.0,-2072.0
2023-04-21 14:00:00+00:00,23068.0,21738.0,19695.0,-2509.0
2023-04-21 15:00:00+00:00,23384.0,23152.0,21234.0,-1853.0
2023-04-21 16:00:00+00:00,22013.0,23539.0,21903.0,-457.0
2023-04-21 17:00:00+00:00,20476.0,22577.0,22093.0,308.0
2023-04-21 18:00:00+00:00,19148.0,22007.0,22047.0,916.0
2023-04-21 19:00:00+00:00,18380.0,21405.0,22036.0,1145.0
2023-04-21 20:00:00+00:00,18193.0,21175.0,21740.0,1420.0
2023-04-21 21:00:00+00:00,18517.0,20694.0,21951.0,1491.0
2023-04-21 22:00:00+00:00,19184.0,20714.0,22821.0,2088.0
2023-04-21 23:00:00+00:00,20474.0,20834.0,23408.0,2001.0
2023-04-22 00:00:00+00:00,22140.0,21368.0,24445.0,2248.0
2023-04-22 01:00:00+00:00,24044.0,22264.0,24817.0,1293.0
2023-04-22 02:00:00+00:00,25462.0,23810.0,24963.0,217.0
2023-04-22 03:00:00+00:00,26343.0,25483.0,25303.0,-355.0
2023-04-22 04:00:00+00:00,26680.0,26703.0,25330.0,-347.0
2023-04-22 05:00:00+00:00,25975.0,26810.0,24384.0,-579.0
2023-04-22 06:00:00+00:00,24444.0,26083.0,21857.0,-1838.0
2023-04-22 07:00:00+00:00,22849.0,24692.0,20375.0,-1916.0
2023-04-22 08:00:00+00:00,22282.0,23250.0,18708.0,-2503.0
2023-04-22 09:00:00+00:00,21270.0,22052.0,17936.0,-2437.0
2023-04-22 10:00:00+00:00,20544.0,21273.0,17260.0,-2615.0
2023-04-22 11:00:00+00:00,20164.0,20711.0,16446.0,-2952.0
2023-04-22 12:00:00+00:00,20101.0,20288.0,15811.0,-3419.0
2023-04-22 13:00:00+00:00,20404.0,20049.0,16067.0,-3387.0
2023-04-22 14:00:00+00:00,20642.0,20235.0,16232.0,-3378.0
2023-04-22 15:00:00+00:00,20340.0,20421.0,18288.0,-1954.0
2023-04-22 16:00:00+00:00,19486.0,20339.0,20314.0,31.0
2023-04-22 17:00:00+00:00,18188.0,20126.0,20050.0,594.0
2023-04-22 18:00:00+00:00,17002.0,19561.0,19584.0,1243.0
2023-04-22 19:00:00+00:00,16281.0,18527.0,19720.0,1987.0
2023-04-22 20:00:00+00:00,16136.0,17971.0,20036.0,2622.0
2023-04-22 21:00:00+00:00,16564.0,17699.0,20509.0,2854.0
2023-04-22 22:00:00+00:00,17541.0,17852.0,20989.0,2706.0
2023-04-22 23:00:00+00:00,18932.0,18305.0,21690.0,2526.0
2023-04-23 00:00:00+00:00,20989.0,19188.0,22582.0,2329.0
2023-04-23 01:00:00+00:00,23223.0,20398.0,23300.0,1471.0
2023-04-23 02:00:00+00:00,24734.0,22460.0,24021.0,692.0
2023-04-23 03:00:00+00:00,25532.0,24266.0,25069.0,686.0
2023-04-23 04:00:00+00:00,25822.0,25499.0,24277.0,-277.0
2023-04-23 05:00:00+00:00,25138.0,25700.0,23306.0,-430.0
2023-04-23 06:00:00+00:00,23983.0,24924.0,21450.0,-1155.0
2023-04-23 07:00:00+00:00,22680.0,23817.0,19705.0,-1514.0
2023-04-23 08:00:00+00:00,21579.0,22362.0,18616.0,-1735.0
2023-04-23 09:00:00+00:00,20716.0,21461.0,17748.0,-1673.0
2023-04-23 10:00:00+00:00,20068.0,20524.0,17081.0,-1622.0
2023-04-23 11:00:00+00:00,19618.0,19913.0,16782.0,-1584.0
2023-04-23 12:00:00+00:00,19480.0,19576.0,16574.0,-1669.0
2023-04-23 13:00:00+00:00,19608.0,19210.0,16577.0,-1779.0
2023-04-23 14:00:00+00:00,19683.0,19295.0,16807.0,-1407.0
2023-04-23 15:00:00+00:00,19202.0,19275.0,18989.0,432.0
2023-04-23 16:00:00+00:00,18195.0,18991.0,21010.0,2578.0
2023-04-23 17:00:00+00:00,16961.0,18733.0,20685.0,3211.0
2023-04-23 18:00:00+00:00,15947.0,17839.0,20281.0,3414.0
2023-04-23 19:00:00+00:00,15392.0,17141.0,20331.0,3910.0
2023-04-23 20:00:00+00:00,15204.0,16712.0,20357.0,4291.0
2023-04-23 21:00:00+00:00,15514.0,16380.0,20584.0,4166.0
2023-04-23 22:00:00+00:00,16093.0,16746.0,20924.0,4128.0
2023-04-23 23:00:00+00:00,17347.0,17109.0,22599.0,4590.0
2023-04-24 00:00:00+00:00,19167.0,18143.0,24085.0,4669.0
2023-04-24 01:00:00+00:00,21445.0,19523.0,24243.0,2627.0
2023-04-24 02:00:00+00:00,23521.0,21977.0,22524.0,-409.0
2023-04-24 03:00:00+00:00,24757.0,23990.0,22506.0,-1677.0
2023-04-24 04:00:00+00:00,25206.0,25411.0,21676.0,-2926.0
2023-04-24 05:00:00+00:00,24433.0,25820.0,20387.0,-3492.0
2023-04-24 06:00:00+00:00,23166.0,25166.0,18390.0,-4714.0
2023-04-24 07:00:00+00:00,21774.0,24205.0,17174.0,-4413.0
2023-04-24 08:00:00+00:00,20690.0,22756.0,15962.0,-5174.0
2023-04-24 09:00:00+00:00,19973.0,22208.0,15511.0,-4819.0
2023-04-24 10:00:00+00:00,19533.0,21393.0,15423.0,-4535.0
2023-04-24 11:00:00+00:00,19444.0,21029.0,15687.0,-4306.0
2023-04-24 12:00:00+00:00,19905.0,20908.0,15305.0,-4420.0
2023-04-24 13:00:00+00:00,21126.0,20662.0,16480.0,-4048.0
2023-04-24 14:00:00+00:00,22515.0,21463.0,18721.0,-3108.0
2023-04-24 15:00:00+00:00,23066.0,22722.0,20621.0,-2373.0
2023-04-24 16:00:00+00:00,22053.0,23511.0,21751.0,-1761.0
2023-04-24 17:00:00+00:00,20303.0,23503.0,22721.0,-196.0
2023-04-24 18:00:00+00:00,18908.0,22859.0,22834.0,906.0
2023-04-24 19:00:00+00:00,17999.0,21900.0,22996.0,1578.0
2023-04-24 20:00:00+00:00,17738.0,21368.0,22752.0,2196.0
2023-04-24 21:00:00+00:00,17909.0,20602.0,22523.0,2565.0
2023-04-24 22:00:00+00:00,18520.0,19973.0,22957.0,2965.0
2023-04-24 23:00:00+00:00,19739.0,20035.0,23601.0,3223.0
2023-04-25 00:00:00+00:00,21307.0,20297.0,24705.0,3223.0
2023-04-25 01:00:00+00:00,23297.0,21476.0,23910.0,899.0
2023-04-25 02:00:00+00:00,25291.0,23275.0,22381.0,-1687.0
2023-04-25 03:00:00+00:00,26555.0,25031.0,22776.0,-2804.0
2023-04-25 04:00:00+00:00,26812.0,26610.0,22390.0,-3403.0
2023-04-25 05:00:00+00:00,25811.0,26928.0,21441.0,-3484.0
2023-04-25 06:00:00+00:00,24243.0,26045.0,18612.0,-4941.0
2023-04-25 07:00:00+00:00,22705.0,24452.0,17002.0,-5116.0
2023-04-25 08:00:00+00:00,21656.0,22995.0,16462.0,-4426.0
2023-04-25 09:00:00+00:00,20840.0,21914.0,15749.0,-4284.0
2023-04-25 10:00:00+00:00,20326.0,21111.0,15461.0,-4289.0
2023-04-25 11:00:00+00:00,20199.0,20901.0,15302.0,-4002.0
2023-04-25 12:00:00+00:00,20537.0,20466.0,15924.0,-3653.0
2023-04-25 13:00:00+00:00,21644.0,20721.0,17502.0,-3057.0
2023-04-25 14:00:00+00:00,23082.0,21668.0,19238.0,-3009.0
2023-04-25 15:00:00+00:00,23542.0,23155.0,21887.0,-1673.0
2023-04-25 16:00:00+00:00,22134.0,23795.0,22775.0,-465.0
2023-04-25 17:00:00+00:00,20614.0,22993.0,22493.0,-13.0
2023-04-25 18:00:00+00:00,19106.0,22212.0,22670.0,752.0
2023-04-25 19:00:00+00:00,18151.0,21616.0,22627.0,1635.0
2023-04-25 20:00:00+00:00,17806.0,20696.0,22084.0,1803.0
2023-04-25 21:00:00+00:00,17990.0,20063.0,22259.0,1850.0
2023-04-25 22:00:00+00:00,18734.0,20154.0,22166.0,1837.0
2023-04-25 23:00:00+00:00,19894.0,20042.0,22760.0,2336.0
2023-04-26 00:00:00+00:00,21487.0,20292.0,23983.0,1944.0
2023-04-26 01:00:00+00:00,23827.0,21956.0,24458.0,969.0
2023-04-26 02:00:00+00:00,25952.0,23707.0,24122.0,-358.0
2023-04-26 03:00:00+00:00,27008.0,25427.0,24057.0,-1426.0
2023-04-26 04:00:00+00:00,27308.0,26690.0,24037.0,-1786.0
2023-04-26 05:00:00+00:00,26371.0,27038.0,23291.0,-1723.0
2023-04-26 06:00:00+00:00,24849.0,26184.0,20993.0,-2595.0
2023-04-26 07:00:00+00:00,23254.0,24634.0,18665.0,-3510.0
2023-04-26 08:00:00+00:00,21642.0,23101.0,17684.0,-3421.0
2023-04-26 09:00:00+00:00,20772.0,22177.0,16594.0,-3572.0
2023-04-26 10:00:00+00:00,20273.0,21255.0,16304.0,-3375.0
2023-04-26 11:00:00+00:00,20076.0,20729.0,16234.0,-3183.0
2023-04-26 12:00:00+00:00,20321.0,20472.0,16197.0,-3458.0
2023-04-26 13:00:00+00:00,21408.0,20737.0,17890.0,-2916.0
2023-04-26 14:00:00+00:00,22896.0,21790.0,19199.0,-3057.0
2023-04-26 15:00:00+00:00,23178.0,23185.0,20780.0,-2730.0
2023-04-26 16:00:00+00:00,22081.0,23905.0,21971.0,-1633.0
2023-04-26 17:00:00+00:00,20559.0,23629.0,22325.0,-402.0
2023-04-26 18:00:00+00:00,19332.0,22723.0,22564.0,483.0
2023-04-26 19:00:00+00:00,18748.0,22071.0,22504.0,687.0
2023-04-26 20:00:00+00:00,18709.0,21744.0,22553.0,968.0
2023-04-26 21:00:00+00:00,19248.0,21540.0,22754.0,982.0
2023-04-26 22:00:00+00:00,20164.0,21585.0,23383.0,1231.0
2023-04-26 23:00:00+00:00,22134.0,21982.0,24103.0,1509.0
2023-04-27 00:00:00+00:00,24242.0,22469.0,24985.0,1048.0
2023-04-27 01:00:00+00:00,26414.0,23921.0,24606.0,-859.0
2023-04-27 02:00:00+00:00,28246.0,25673.0,23457.0,-3199.0
2023-04-27 03:00:00+00:00,29226.0,27552.0,22976.0,-4497.0
2023-04-27 04:00:00+00:00,29284.0,28634.0,23009.0,-4224.0
2023-04-27 05:00:00+00:00,28135.0,28439.0,21767.0,-4545.0
2023-04-27 06:00:00+00:00,26188.0,27555.0,18997.0,-5612.0
2023-04-27 07:00:00+00:00,24379.0,25903.0,16680.0,-5913.0
2023-04-27 08:00:00+00:00,22563.0,23823.0,15794.0,-5743.0
2023-04-27 09:00:00+00:00,21573.0,22703.0,15473.0,-5685.0
2023-04-27 10:00:00+00:00,20869.0,22251.0,15306.0,-5503.0
2023-04-27 11:00:00+00:00,20567.0,21909.0,15129.0,-5235.0
2023-04-27 12:00:00+00:00,20863.0,21451.0,15129.0,-5284.0
2023-04-27 13:00:00+00:00,21942.0,21491.0,16018.0,-4964.0
2023-04-27 14:00:00+00:00,23191.0,22068.0,18187.0,-4073.0
2023-04-27 15:00:00+00:00,23445.0,23358.0,20725.0,-2604.0
2023-04-27 16:00:00+00:00,22554.0,24007.0,22268.0,-1467.0
2023-04-27 17:00:00+00:00,21310.0,23844.0,23110.0,-194.0
2023-04-27 18:00:00+00:00,20442.0,23321.0,23100.0,417.0
2023-04-27 19:00:00+00:00,20196.0,22698.0,23152.0,950.0
2023-04-27 20:00:00+00:00,20473.0,22200.0,23318.0,1402.0
2023-04-27 21:00:00+00:00,21361.0,21940.0,24062.0,1488.0
2023-04-27 22:00:00+00:00,22619.0,22560.0,24325.0,1406.0
2023-04-27 23:00:00+00:00,24285.0,22914.0,24902.0,1549.0
2023-04-28 00:00:00+00:00,26301.0,23394.0,25406.0,374.0
2023-04-28 01:00:00+00:00,28327.0,25127.0,25969.0,-795.0
2023-04-28 02:00:00+00:00,29560.0,27105.0,25723.0,-1791.0
2023-04-28 03:00:00+00:00,30015.0,28575.0,25181.0,-2694.0
2023-04-28 04:00:00+00:00,29838.0,29189.0,24367.0,-3373.0
2023-04-28 05:00:00+00:00,28432.0,29067.0,23234.0,-3498.0
2023-04-28 06:00:00+00:00,26485.0,28048.0,21096.0,-3718.0
2023-04-28 07:00:00+00:00,24577.0,26048.0,18973.0,-3898.0
2023-04-28 08:00:00+00:00,23067.0,24155.0,18442.0,-3853.0
2023-04-28 09:00:00+00:00,22027.0,23282.0,17802.0,-3554.0
2023-04-28 10:00:00+00:00,21300.0,22446.0,17328.0,-3565.0
2023-04-28 11:00:00+00:00,20947.0,21916.0,17119.0,-3595.0
2023-04-28 12:00:00+00:00,21157.0,21679.0,16821.0,-3987.0
2023-04-28 13:00:00+00:00,22146.0,21764.0,17674.0,-3837.0
2023-04-28 14:00:00+00:00,23276.0,22352.0,19077.0,-3555.0
2023-04-28 15:00:00+00:00,23779.0,23501.0,21133.0,-2902.0
2023-04-28 16:00:00+00:00,22931.0,24490.0,22750.0,-1768.0
2023-04-28 17:00:00+00:00,21885.0,24313.0,22595.0,-1308.0
2023-04-28 18:00:00+00:00,21010.0,23866.0,24017.0,717.0
2023-04-28 19:00:00+00:00,20932.0,23034.0,24173.0,1560.0
2023-04-28 20:00:00+00:00,21424.0,22515.0,24314.0,2083.0
2023-04-28 21:00:00+00:00,22483.0,22101.0,24767.0,2309.0
2023-04-28 22:00:00+00:00,23827.0,22235.0,25065.0,2237.0
2023-04-28 23:00:00+00:00,25392.0,22642.0,26379.0,2437.0
2023-04-29 00:00:00+00:00,27036.0,23789.0,27487.0,2146.0
2023-04-29 01:00:00+00:00,28539.0,25272.0,27741.0,1023.0
2023-04-29 02:00:00+00:00,29543.0,26780.0,26979.0,-441.0
2023-04-29 03:00:00+00:00,29686.0,28335.0,26379.0,-1512.0
2023-04-29 04:00:00+00:00,29523.0,29095.0,25799.0,-1850.0
2023-04-29 05:00:00+00:00,28475.0,28873.0,25033.0,-1538.0
2023-04-29 06:00:00+00:00,26561.0,27777.0,23283.0,-1948.0
2023-04-29 07:00:00+00:00,24761.0,26250.0,21013.0,-2311.0
2023-04-29 08:00:00+00:00,23361.0,24417.0,19368.0,-2599.0
2023-04-29 09:00:00+00:00,22274.0,23078.0,18419.0,-2490.0
2023-04-29 10:00:00+00:00,21469.0,22036.0,17300.0,-2680.0
2023-04-29 11:00:00+00:00,20932.0,21229.0,16951.0,-2734.0
2023-04-29 12:00:00+00:00,20745.0,20919.0,16347.0,-3181.0
2023-04-29 13:00:00+00:00,21058.0,20714.0,16500.0,-3154.0
2023-04-29 14:00:00+00:00,21123.0,20729.0,16456.0,-3332.0
2023-04-29 15:00:00+00:00,20946.0,20823.0,18810.0,-2004.0
2023-04-29 16:00:00+00:00,20205.0,21126.0,21424.0,214.0
2023-04-29 17:00:00+00:00,19120.0,21374.0,22115.0,1604.0
2023-04-29 18:00:00+00:00,17993.0,20635.0,21900.0,2397.0
2023-04-29 19:00:00+00:00,17771.0,19780.0,21644.0,2746.0
2023-04-29 20:00:00+00:00,18175.0,19037.0,21851.0,3043.0
2023-04-29 21:00:00+00:00,19129.0,18937.0,22096.0,3011.0
2023-04-29 22:00:00+00:00,20492.0,19232.0,22861.0,3264.0
2023-04-29 23:00:00+00:00,22329.0,19718.0,23759.0,3181.0
2023-04-30 00:00:00+00:00,24165.0,20735.0,24896.0,2850.0
2023-04-30 01:00:00+00:00,26222.0,22311.0,24986.0,900.0
2023-04-30 02:00:00+00:00,27569.0,24369.0,25720.0,806.0
2023-04-30 03:00:00+00:00,28026.0,25991.0,24761.0,-641.0
2023-04-30 04:00:00+00:00,28157.0,26660.0,24958.0,-376.0
2023-04-30 05:00:00+00:00,27205.0,26590.0,22432.0,-2061.0
2023-04-30 06:00:00+00:00,25623.0,25725.0,20081.0,-3471.0
2023-04-30 07:00:00+00:00,23937.0,24513.0,18164.0,-3915.0
2023-04-30 08:00:00+00:00,22059.0,23100.0,16228.0,-4699.0
2023-04-30 09:00:00+00:00,21106.0,22056.0,14734.0,-5111.0
2023-04-30 10:00:00+00:00,20382.0,21038.0,14022.0,-5408.0
2023-04-30 11:00:00+00:00,19917.0,20512.0,13351.0,-5869.0
2023-04-30 12:00:00+00:00,19734.0,20410.0,13312.0,-6005.0
2023-04-30 13:00:00+00:00,19819.0,20479.0,13704.0,-6062.0
2023-04-30 14:00:00+00:00,19602.0,20761.0,14119.0,-5494.0
2023-04-30 15:00:00+00:00,19166.0,20647.0,16607.0,-3421.0
2023-04-30 16:00:00+00:00,18485.0,20586.0,19438.0,-454.0
2023-04-30 17:00:00+00:00,17176.0,20284.0,20758.0,1415.0
2023-04-30 18:00:00+00:00,16129.0,19644.0,20358.0,1619.0
2023-04-30 19:00:00+00:00,15400.0,19071.0,19577.0,1831.0
2023-04-30 20:00:00+00:00,15164.0,18066.0,19765.0,2792.0
2023-04-30 21:00:00+00:00,15419.0,17183.0,20327.0,3270.0
2023-04-30 22:00:00+00:00,16060.0,17222.0,21487.0,4487.0
2023-04-30 23:00:00+00:00,17388.0,17329.0,23094.0,5193.0
2023-05-01 00:00:00+00:00,19204.0,18013.0,24281.0,4345.0
2023-05-01 01:00:00+00:00,21552.0,19918.0,24408.0,2063.0
